,full_aspect,aspect,opinion,opinion_tags,aspect_tags,valence1,valence2,valence3,valence4,arousal1,arousal2,arousal3,arousal4,dominance1,dominance2,dominance3,dominance4
7654,miniature input,input,miniature,"[('small', 'JJ')]","[('comment', 'NN')]",5.87,5.924,6.204,6.482,3.668,3.692,3.406,3.328,5.456,5.33,5.468,5.222
7655,minuscule input,input,minuscule,"[('small', 'JJ')]","[('comment', 'NN')]",5.87,5.924,6.204,6.482,3.668,3.692,3.406,3.328,5.456,5.33,5.468,5.222
7656,olive-sized input,input,olive-sized,"[('small', 'JJ')]","[('comment', 'NN')]",5.87,5.924,6.204,6.482,3.668,3.692,3.406,3.328,5.456,5.33,5.468,5.222
7657,pocket-size input,input,pocket-size,"[('small', 'JJ')]","[('comment', 'NN')]",5.87,5.924,6.204,6.482,3.668,3.692,3.406,3.328,5.456,5.33,5.468,5.222
7658,puny input,input,puny,"[('small', 'JJ')]","[('comment', 'NN')]",5.87,5.924,6.204,6.482,3.668,3.692,3.406,3.328,5.456,5.33,5.468,5.222
7659,slender input,input,slender,"[('small', 'JJ')]","[('comment', 'NN')]",5.87,5.924,6.204,6.482,3.668,3.692,3.406,3.328,5.456,5.33,5.468,5.222
7660,small-scale input,input,small-scale,"[('small', 'JJ')]","[('comment', 'NN')]",5.87,5.924,6.204,6.482,3.668,3.692,3.406,3.328,5.456,5.33,5.468,5.222
7661,smaller input,input,smaller,"[('small', 'JJ')]","[('comment', 'NN')]",5.87,5.924,6.204,6.482,3.668,3.692,3.406,3.328,5.456,5.33,5.468,5.222
7662,smallish input,input,smallish,"[('small', 'JJ')]","[('comment', 'NN')]",5.87,5.924,6.204,6.482,3.668,3.692,3.406,3.328,5.456,5.33,5.468,5.222
7663,subatomic input,input,subatomic,"[('small', 'JJ')]","[('comment', 'NN')]",5.87,5.924,6.204,6.482,3.668,3.692,3.406,3.328,5.456,5.33,5.468,5.222
7664,undersize input,input,undersize,"[('small', 'JJ')]","[('comment', 'NN')]",5.87,5.924,6.204,6.482,3.668,3.692,3.406,3.328,5.456,5.33,5.468,5.222
7665,worthful input,input,worthful,"[('valuable', 'JJ')]","[('comment', 'NN')]",6.3,6.525,6.517,6.947,3.78,3.867,3.62,3.655,5.952,5.948,6,6.017
7666,worthy input,input,worthy,"[('valuable', 'JJ')]","[('comment', 'NN')]",6.3,6.525,6.517,6.947,3.78,3.867,3.62,3.655,5.952,5.948,6,6.017
7667,unweathered constituent,constituent,unweathered,"[('new', 'JJ')]","[('component', 'NN')]",6.431,6.692,6.77,7.347,4.464,4.549,4.436,4.519,5.804,5.825,5.886,5.953
7668,unweathered element,element,unweathered,"[('new', 'JJ')]","[('component', 'NN')]",6.431,6.692,6.77,7.347,4.464,4.549,4.436,4.519,5.804,5.825,5.886,5.953
7669,another constituent,constituent,another,"[('other', 'JJ')]","[('component', 'NN')]",5.594,5.606,5.957,6.126,4.105,4.046,3.77,3.518,5.691,5.7,6.042,6.194
7670,different constituent,constituent,different,"[('other', 'JJ')]","[('component', 'NN')]",5.594,5.606,5.957,6.126,4.105,4.046,3.77,3.518,5.691,5.7,6.042,6.194
7671,opposite constituent,constituent,opposite,"[('other', 'JJ')]","[('component', 'NN')]",5.594,5.606,5.957,6.126,4.105,4.046,3.77,3.518,5.691,5.7,6.042,6.194
7672,otherwise constituent,constituent,otherwise,"[('other', 'JJ')]","[('component', 'NN')]",5.594,5.606,5.957,6.126,4.105,4.046,3.77,3.518,5.691,5.7,6.042,6.194
7673,accurate constituent,constituent,accurate,"[('right', 'JJ')]","[('component', 'NN')]",6.068,6.221,6.347,6.708,4.573,4.681,4.61,4.78,6.017,6.123,6.341,6.64
7674,accurate element,element,accurate,"[('right', 'JJ')]","[('component', 'NN')]",6.068,6.221,6.347,6.708,4.573,4.681,4.61,4.78,6.017,6.123,6.341,6.64
7675,bang-up via_media,via_media,bang-up,"[('good', 'JJ')]","[('compromise', 'NN')]",6.282,6.712,6.565,7.172,3.815,3.96,3.546,3.658,5.959,5.865,6.179,6.085
7676,good_enough via_media,via_media,good_enough,"[('good', 'JJ')]","[('compromise', 'NN')]",6.282,6.712,6.565,7.172,3.815,3.96,3.546,3.658,5.959,5.865,6.179,6.085
7677,goodish via_media,via_media,goodish,"[('good', 'JJ')]","[('compromise', 'NN')]",6.282,6.712,6.565,7.172,3.815,3.96,3.546,3.658,5.959,5.865,6.179,6.085
7678,hot via_media,via_media,hot,"[('good', 'JJ')]","[('compromise', 'NN')]",6.282,6.712,6.565,7.172,3.815,3.96,3.546,3.658,5.959,5.865,6.179,6.085
7679,redeeming via_media,via_media,redeeming,"[('good', 'JJ')]","[('compromise', 'NN')]",6.282,6.712,6.565,7.172,3.815,3.96,3.546,3.658,5.959,5.865,6.179,6.085
7680,satisfactory via_media,via_media,satisfactory,"[('good', 'JJ')]","[('compromise', 'NN')]",6.282,6.712,6.565,7.172,3.815,3.96,3.546,3.658,5.959,5.865,6.179,6.085
7681,solid via_media,via_media,solid,"[('good', 'JJ')]","[('compromise', 'NN')]",6.282,6.712,6.565,7.172,3.815,3.96,3.546,3.658,5.959,5.865,6.179,6.085
7682,superb via_media,via_media,superb,"[('good', 'JJ')]","[('compromise', 'NN')]",6.282,6.712,6.565,7.172,3.815,3.96,3.546,3.658,5.959,5.865,6.179,6.085
7683,well-behaved via_media,via_media,well-behaved,"[('good', 'JJ')]","[('compromise', 'NN')]",6.282,6.712,6.565,7.172,3.815,3.96,3.546,3.658,5.959,5.865,6.179,6.085
7684,another computing_machine,computing_machine,another,"[('other', 'JJ')]","[('computer', 'NN')]",5.93,5.724,6.418,6.212,4.376,4.228,4.058,3.628,5.896,5.752,6.324,6.196
7685,different computing_machine,computing_machine,different,"[('other', 'JJ')]","[('computer', 'NN')]",5.93,5.724,6.418,6.212,4.376,4.228,4.058,3.628,5.896,5.752,6.324,6.196
7686,new computing_machine,computing_machine,new,"[('other', 'JJ')]","[('computer', 'NN')]",5.93,5.724,6.418,6.212,4.376,4.228,4.058,3.628,5.896,5.752,6.324,6.196
7687,opposite computing_machine,computing_machine,opposite,"[('other', 'JJ')]","[('computer', 'NN')]",5.93,5.724,6.418,6.212,4.376,4.228,4.058,3.628,5.896,5.752,6.324,6.196
7688,otherwise computing_machine,computing_machine,otherwise,"[('other', 'JJ')]","[('computer', 'NN')]",5.93,5.724,6.418,6.212,4.376,4.228,4.058,3.628,5.896,5.752,6.324,6.196
7689,another computing_device,computing_device,another,"[('other', 'JJ')]","[('computer', 'NN')]",5.93,5.724,6.418,6.212,4.376,4.228,4.058,3.628,5.896,5.752,6.324,6.196
7690,different computing_device,computing_device,different,"[('other', 'JJ')]","[('computer', 'NN')]",5.93,5.724,6.418,6.212,4.376,4.228,4.058,3.628,5.896,5.752,6.324,6.196
7691,new computing_device,computing_device,new,"[('other', 'JJ')]","[('computer', 'NN')]",5.93,5.724,6.418,6.212,4.376,4.228,4.058,3.628,5.896,5.752,6.324,6.196
7692,opposite computing_device,computing_device,opposite,"[('other', 'JJ')]","[('computer', 'NN')]",5.93,5.724,6.418,6.212,4.376,4.228,4.058,3.628,5.896,5.752,6.324,6.196
7693,otherwise computing_device,computing_device,otherwise,"[('other', 'JJ')]","[('computer', 'NN')]",5.93,5.724,6.418,6.212,4.376,4.228,4.058,3.628,5.896,5.752,6.324,6.196
7694,another data_processor,data_processor,another,"[('other', 'JJ')]","[('computer', 'NN')]",5.93,5.724,6.418,6.212,4.376,4.228,4.058,3.628,5.896,5.752,6.324,6.196
7695,different data_processor,data_processor,different,"[('other', 'JJ')]","[('computer', 'NN')]",5.93,5.724,6.418,6.212,4.376,4.228,4.058,3.628,5.896,5.752,6.324,6.196
7696,new data_processor,data_processor,new,"[('other', 'JJ')]","[('computer', 'NN')]",5.93,5.724,6.418,6.212,4.376,4.228,4.058,3.628,5.896,5.752,6.324,6.196
7697,opposite data_processor,data_processor,opposite,"[('other', 'JJ')]","[('computer', 'NN')]",5.93,5.724,6.418,6.212,4.376,4.228,4.058,3.628,5.896,5.752,6.324,6.196
7698,otherwise data_processor,data_processor,otherwise,"[('other', 'JJ')]","[('computer', 'NN')]",5.93,5.724,6.418,6.212,4.376,4.228,4.058,3.628,5.896,5.752,6.324,6.196
7699,another electronic_computer,electronic_computer,another,"[('other', 'JJ')]","[('computer', 'NN')]",5.93,5.724,6.418,6.212,4.376,4.228,4.058,3.628,5.896,5.752,6.324,6.196
7700,different electronic_computer,electronic_computer,different,"[('other', 'JJ')]","[('computer', 'NN')]",5.93,5.724,6.418,6.212,4.376,4.228,4.058,3.628,5.896,5.752,6.324,6.196
7701,new electronic_computer,electronic_computer,new,"[('other', 'JJ')]","[('computer', 'NN')]",5.93,5.724,6.418,6.212,4.376,4.228,4.058,3.628,5.896,5.752,6.324,6.196
7702,opposite electronic_computer,electronic_computer,opposite,"[('other', 'JJ')]","[('computer', 'NN')]",5.93,5.724,6.418,6.212,4.376,4.228,4.058,3.628,5.896,5.752,6.324,6.196
7703,otherwise electronic_computer,electronic_computer,otherwise,"[('other', 'JJ')]","[('computer', 'NN')]",5.93,5.724,6.418,6.212,4.376,4.228,4.058,3.628,5.896,5.752,6.324,6.196
7704,another information_processing_system,information_processing_system,another,"[('other', 'JJ')]","[('computer', 'NN')]",5.93,5.724,6.418,6.212,4.376,4.228,4.058,3.628,5.896,5.752,6.324,6.196
7705,different information_processing_system,information_processing_system,different,"[('other', 'JJ')]","[('computer', 'NN')]",5.93,5.724,6.418,6.212,4.376,4.228,4.058,3.628,5.896,5.752,6.324,6.196
7706,new information_processing_system,information_processing_system,new,"[('other', 'JJ')]","[('computer', 'NN')]",5.93,5.724,6.418,6.212,4.376,4.228,4.058,3.628,5.896,5.752,6.324,6.196
7707,opposite information_processing_system,information_processing_system,opposite,"[('other', 'JJ')]","[('computer', 'NN')]",5.93,5.724,6.418,6.212,4.376,4.228,4.058,3.628,5.896,5.752,6.324,6.196
7708,otherwise information_processing_system,information_processing_system,otherwise,"[('other', 'JJ')]","[('computer', 'NN')]",5.93,5.724,6.418,6.212,4.376,4.228,4.058,3.628,5.896,5.752,6.324,6.196
7709,fine connexion,connexion,fine,"[('ok', 'JJ')]","[('connection', 'NN')]",5.803,5.786,5.991,5.986,4.517,4.53,4.196,4.067,5.901,5.763,6.33,5.883
7710,o.k. connexion,connexion,o.k.,"[('ok', 'JJ')]","[('connection', 'NN')]",5.803,5.786,5.991,5.986,4.517,4.53,4.196,4.067,5.901,5.763,6.33,5.883
7711,okay connexion,connexion,okay,"[('ok', 'JJ')]","[('connection', 'NN')]",5.803,5.786,5.991,5.986,4.517,4.53,4.196,4.067,5.901,5.763,6.33,5.883
7712,hunky-dory connexion,connexion,hunky-dory,"[('ok', 'JJ')]","[('connection', 'NN')]",5.803,5.786,5.991,5.986,4.517,4.53,4.196,4.067,5.901,5.763,6.33,5.883
7713,satisfactory connexion,connexion,satisfactory,"[('ok', 'JJ')]","[('connection', 'NN')]",5.803,5.786,5.991,5.986,4.517,4.53,4.196,4.067,5.901,5.763,6.33,5.883
7714,steady connexion,connexion,steady,"[('secure', 'JJ')]","[('connection', 'NN')]",6.036,6.081,6.46,6.702,4.25,4.182,3.919,3.647,6.198,5.961,6.822,6.628
7715,tight connexion,connexion,tight,"[('secure', 'JJ')]","[('connection', 'NN')]",6.036,6.081,6.46,6.702,4.25,4.182,3.919,3.647,6.198,5.961,6.822,6.628
7716,boffo connexion,connexion,boffo,"[('successful', 'JJ')]","[('connection', 'NN')]",6.287,6.458,6.92,7.457,4.535,4.587,4.383,4.377,6.398,6.302,7.252,7.292
7717,booming connexion,connexion,booming,"[('successful', 'JJ')]","[('connection', 'NN')]",6.287,6.458,6.92,7.457,4.535,4.587,4.383,4.377,6.398,6.302,7.252,7.292
7718,in connexion,connexion,in,"[('successful', 'JJ')]","[('connection', 'NN')]",6.287,6.458,6.92,7.457,4.535,4.587,4.383,4.377,6.398,6.302,7.252,7.292
7719,made connexion,connexion,made,"[('successful', 'JJ')]","[('connection', 'NN')]",6.287,6.458,6.92,7.457,4.535,4.587,4.383,4.377,6.398,6.302,7.252,7.292
7720,no-hit connexion,connexion,no-hit,"[('successful', 'JJ')]","[('connection', 'NN')]",6.287,6.458,6.92,7.457,4.535,4.587,4.383,4.377,6.398,6.302,7.252,7.292
7721,productive connexion,connexion,productive,"[('successful', 'JJ')]","[('connection', 'NN')]",6.287,6.458,6.92,7.457,4.535,4.587,4.383,4.377,6.398,6.302,7.252,7.292
7722,self-made connexion,connexion,self-made,"[('successful', 'JJ')]","[('connection', 'NN')]",6.287,6.458,6.92,7.457,4.535,4.587,4.383,4.377,6.398,6.302,7.252,7.292
7723,sure-fire connexion,connexion,sure-fire,"[('successful', 'JJ')]","[('connection', 'NN')]",6.287,6.458,6.92,7.457,4.535,4.587,4.383,4.377,6.398,6.302,7.252,7.292
7724,triple-crown connexion,connexion,triple-crown,"[('successful', 'JJ')]","[('connection', 'NN')]",6.287,6.458,6.92,7.457,4.535,4.587,4.383,4.377,6.398,6.302,7.252,7.292
7725,victorious connexion,connexion,victorious,"[('successful', 'JJ')]","[('connection', 'NN')]",6.287,6.458,6.92,7.457,4.535,4.587,4.383,4.377,6.398,6.302,7.252,7.292
7726,beady-eyed subject_matter,subject_matter,beady-eyed,"[('malicious', 'JJ')]","[('content', 'NN')]",5.013,4.66,4.798,3.848,4.23,4.46,4.032,4.467,5.348,5.232,5.38,5.108
7727,bitchy subject_matter,subject_matter,bitchy,"[('malicious', 'JJ')]","[('content', 'NN')]",5.013,4.66,4.798,3.848,4.23,4.46,4.032,4.467,5.348,5.232,5.38,5.108
7728,despiteful subject_matter,subject_matter,despiteful,"[('malicious', 'JJ')]","[('content', 'NN')]",5.013,4.66,4.798,3.848,4.23,4.46,4.032,4.467,5.348,5.232,5.38,5.108
7729,leering subject_matter,subject_matter,leering,"[('malicious', 'JJ')]","[('content', 'NN')]",5.013,4.66,4.798,3.848,4.23,4.46,4.032,4.467,5.348,5.232,5.38,5.108
7730,malevolent subject_matter,subject_matter,malevolent,"[('malicious', 'JJ')]","[('content', 'NN')]",5.013,4.66,4.798,3.848,4.23,4.46,4.032,4.467,5.348,5.232,5.38,5.108
7731,poisonous subject_matter,subject_matter,poisonous,"[('malicious', 'JJ')]","[('content', 'NN')]",5.013,4.66,4.798,3.848,4.23,4.46,4.032,4.467,5.348,5.232,5.38,5.108
7732,venomed subject_matter,subject_matter,venomed,"[('malicious', 'JJ')]","[('content', 'NN')]",5.013,4.66,4.798,3.848,4.23,4.46,4.032,4.467,5.348,5.232,5.38,5.108
7733,vixenish subject_matter,subject_matter,vixenish,"[('malicious', 'JJ')]","[('content', 'NN')]",5.013,4.66,4.798,3.848,4.23,4.46,4.032,4.467,5.348,5.232,5.38,5.108
7734,beady-eyed substance,substance,beady-eyed,"[('malicious', 'JJ')]","[('content', 'NN')]",5.013,4.66,4.798,3.848,4.23,4.46,4.032,4.467,5.348,5.232,5.38,5.108
7735,bitchy substance,substance,bitchy,"[('malicious', 'JJ')]","[('content', 'NN')]",5.013,4.66,4.798,3.848,4.23,4.46,4.032,4.467,5.348,5.232,5.38,5.108
7736,despiteful substance,substance,despiteful,"[('malicious', 'JJ')]","[('content', 'NN')]",5.013,4.66,4.798,3.848,4.23,4.46,4.032,4.467,5.348,5.232,5.38,5.108
7737,leering substance,substance,leering,"[('malicious', 'JJ')]","[('content', 'NN')]",5.013,4.66,4.798,3.848,4.23,4.46,4.032,4.467,5.348,5.232,5.38,5.108
7738,malevolent substance,substance,malevolent,"[('malicious', 'JJ')]","[('content', 'NN')]",5.013,4.66,4.798,3.848,4.23,4.46,4.032,4.467,5.348,5.232,5.38,5.108
7739,poisonous substance,substance,poisonous,"[('malicious', 'JJ')]","[('content', 'NN')]",5.013,4.66,4.798,3.848,4.23,4.46,4.032,4.467,5.348,5.232,5.38,5.108
7740,venomed substance,substance,venomed,"[('malicious', 'JJ')]","[('content', 'NN')]",5.013,4.66,4.798,3.848,4.23,4.46,4.032,4.467,5.348,5.232,5.38,5.108
7741,vixenish substance,substance,vixenish,"[('malicious', 'JJ')]","[('content', 'NN')]",5.013,4.66,4.798,3.848,4.23,4.46,4.032,4.467,5.348,5.232,5.38,5.108
7742,beady-eyed message,message,beady-eyed,"[('malicious', 'JJ')]","[('content', 'NN')]",5.013,4.66,4.798,3.848,4.23,4.46,4.032,4.467,5.348,5.232,5.38,5.108
7743,bitchy message,message,bitchy,"[('malicious', 'JJ')]","[('content', 'NN')]",5.013,4.66,4.798,3.848,4.23,4.46,4.032,4.467,5.348,5.232,5.38,5.108
7744,despiteful message,message,despiteful,"[('malicious', 'JJ')]","[('content', 'NN')]",5.013,4.66,4.798,3.848,4.23,4.46,4.032,4.467,5.348,5.232,5.38,5.108
7745,leering message,message,leering,"[('malicious', 'JJ')]","[('content', 'NN')]",5.013,4.66,4.798,3.848,4.23,4.46,4.032,4.467,5.348,5.232,5.38,5.108
7746,malevolent message,message,malevolent,"[('malicious', 'JJ')]","[('content', 'NN')]",5.013,4.66,4.798,3.848,4.23,4.46,4.032,4.467,5.348,5.232,5.38,5.108
7747,poisonous message,message,poisonous,"[('malicious', 'JJ')]","[('content', 'NN')]",5.013,4.66,4.798,3.848,4.23,4.46,4.032,4.467,5.348,5.232,5.38,5.108
7748,venomed message,message,venomed,"[('malicious', 'JJ')]","[('content', 'NN')]",5.013,4.66,4.798,3.848,4.23,4.46,4.032,4.467,5.348,5.232,5.38,5.108
7749,vixenish message,message,vixenish,"[('malicious', 'JJ')]","[('content', 'NN')]",5.013,4.66,4.798,3.848,4.23,4.46,4.032,4.467,5.348,5.232,5.38,5.108
7750,additive circumstance,circumstance,additive,"[('additional', 'JJ')]","[('context', 'NN')]",5.688,5.928,5.973,6.557,3.878,4.007,3.575,3.807,5.495,5.387,5.555,5.478
7751,additive setting,setting,additive,"[('additional', 'JJ')]","[('context', 'NN')]",5.688,5.928,5.973,6.557,3.878,4.007,3.575,3.807,5.495,5.387,5.555,5.478
7752,more_than circumstance,circumstance,more_than,"[('more', 'JJ')]","[('context', 'NN')]",5.646,5.85,5.658,5.99,4.08,4.338,3.908,4.276,5.544,5.522,5.664,5.694
7753,more_than setting,setting,more_than,"[('more', 'JJ')]","[('context', 'NN')]",5.646,5.85,5.658,5.99,4.08,4.338,3.908,4.276,5.544,5.522,5.664,5.694
7754,material data_point,data_point,material,"[('real', 'JJ')]","[('datum', 'NN')]",5.44,5.682,5.51,5.87,4.826,4.72,4.982,4.922,5.19,5.29,5.018,5.072
7755,elaborate verbal_description,verbal_description,elaborate,"[('detailed', 'JJ')]","[('description', 'NN')]",5.732,6.071,5.776,6.172,4.029,4.292,3.971,4.236,5.48,5.441,5.5,5.471
7756,elaborated verbal_description,verbal_description,elaborated,"[('detailed', 'JJ')]","[('description', 'NN')]",5.732,6.071,5.776,6.172,4.029,4.292,3.971,4.236,5.48,5.441,5.5,5.471
7757,careful verbal_description,verbal_description,careful,"[('detailed', 'JJ')]","[('description', 'NN')]",5.732,6.071,5.776,6.172,4.029,4.292,3.971,4.236,5.48,5.441,5.5,5.471
7758,bang-up verbal_description,verbal_description,bang-up,"[('good', 'JJ')]","[('description', 'NN')]",6.065,6.311,6.64,7.342,4.072,4.176,3.807,3.893,5.708,5.748,6.026,6.272
7759,good_enough verbal_description,verbal_description,good_enough,"[('good', 'JJ')]","[('description', 'NN')]",6.065,6.311,6.64,7.342,4.072,4.176,3.807,3.893,5.708,5.748,6.026,6.272
7760,goodish verbal_description,verbal_description,goodish,"[('good', 'JJ')]","[('description', 'NN')]",6.065,6.311,6.64,7.342,4.072,4.176,3.807,3.893,5.708,5.748,6.026,6.272
7761,hot verbal_description,verbal_description,hot,"[('good', 'JJ')]","[('description', 'NN')]",6.065,6.311,6.64,7.342,4.072,4.176,3.807,3.893,5.708,5.748,6.026,6.272
7762,redeeming verbal_description,verbal_description,redeeming,"[('good', 'JJ')]","[('description', 'NN')]",6.065,6.311,6.64,7.342,4.072,4.176,3.807,3.893,5.708,5.748,6.026,6.272
7763,satisfactory verbal_description,verbal_description,satisfactory,"[('good', 'JJ')]","[('description', 'NN')]",6.065,6.311,6.64,7.342,4.072,4.176,3.807,3.893,5.708,5.748,6.026,6.272
7764,solid verbal_description,verbal_description,solid,"[('good', 'JJ')]","[('description', 'NN')]",6.065,6.311,6.64,7.342,4.072,4.176,3.807,3.893,5.708,5.748,6.026,6.272
7765,superb verbal_description,verbal_description,superb,"[('good', 'JJ')]","[('description', 'NN')]",6.065,6.311,6.64,7.342,4.072,4.176,3.807,3.893,5.708,5.748,6.026,6.272
7766,well-behaved verbal_description,verbal_description,well-behaved,"[('good', 'JJ')]","[('description', 'NN')]",6.065,6.311,6.64,7.342,4.072,4.176,3.807,3.893,5.708,5.748,6.026,6.272
7767,avant-garde verbal_description,verbal_description,avant-garde,"[('original', 'JJ')]","[('description', 'NN')]",5.735,5.888,6.352,6.908,4.233,4.337,3.81,3.898,5.747,5.825,6.303,6.683
7768,freehand verbal_description,verbal_description,freehand,"[('original', 'JJ')]","[('description', 'NN')]",5.735,5.888,6.352,6.908,4.233,4.337,3.81,3.898,5.747,5.825,6.303,6.683
7769,fresh verbal_description,verbal_description,fresh,"[('original', 'JJ')]","[('description', 'NN')]",5.735,5.888,6.352,6.908,4.233,4.337,3.81,3.898,5.747,5.825,6.303,6.683
7770,germinal verbal_description,verbal_description,germinal,"[('original', 'JJ')]","[('description', 'NN')]",5.735,5.888,6.352,6.908,4.233,4.337,3.81,3.898,5.747,5.825,6.303,6.683
7771,innovative verbal_description,verbal_description,innovative,"[('original', 'JJ')]","[('description', 'NN')]",5.735,5.888,6.352,6.908,4.233,4.337,3.81,3.898,5.747,5.825,6.303,6.683
7772,newfangled verbal_description,verbal_description,newfangled,"[('original', 'JJ')]","[('description', 'NN')]",5.735,5.888,6.352,6.908,4.233,4.337,3.81,3.898,5.747,5.825,6.303,6.683
7773,underivative verbal_description,verbal_description,underivative,"[('original', 'JJ')]","[('description', 'NN')]",5.735,5.888,6.352,6.908,4.233,4.337,3.81,3.898,5.747,5.825,6.303,6.683
7774,elaborate give-and-take,give-and-take,elaborate,"[('detailed', 'JJ')]","[('discussion', 'NN')]",5.86,5.83,6.57,6.77,4.37,4.32,4.24,3.86,5.55,5.52,5.95,5.95
7775,elaborated give-and-take,give-and-take,elaborated,"[('detailed', 'JJ')]","[('discussion', 'NN')]",5.86,5.83,6.57,6.77,4.37,4.32,4.24,3.86,5.55,5.52,5.95,5.95
7776,careful give-and-take,give-and-take,careful,"[('detailed', 'JJ')]","[('discussion', 'NN')]",5.86,5.83,6.57,6.77,4.37,4.32,4.24,3.86,5.55,5.52,5.95,5.95
7777,elaborate word,word,elaborate,"[('detailed', 'JJ')]","[('discussion', 'NN')]",5.86,5.83,6.57,6.77,4.37,4.32,4.24,3.86,5.55,5.52,5.95,5.95
7778,elaborated word,word,elaborated,"[('detailed', 'JJ')]","[('discussion', 'NN')]",5.86,5.83,6.57,6.77,4.37,4.32,4.24,3.86,5.55,5.52,5.95,5.95
7779,careful word,word,careful,"[('detailed', 'JJ')]","[('discussion', 'NN')]",5.86,5.83,6.57,6.77,4.37,4.32,4.24,3.86,5.55,5.52,5.95,5.95
7780,farther give-and-take,give-and-take,farther,"[('further', 'JJ')]","[('discussion', 'NN')]",5.58,5.468,5.632,5.354,4.5,4.354,4.47,4.204,5.436,5.314,5.452,5.204
7781,far give-and-take,give-and-take,far,"[('further', 'JJ')]","[('discussion', 'NN')]",5.58,5.468,5.632,5.354,4.5,4.354,4.47,4.204,5.436,5.314,5.452,5.204
7782,farther word,word,farther,"[('further', 'JJ')]","[('discussion', 'NN')]",5.58,5.468,5.632,5.354,4.5,4.354,4.47,4.204,5.436,5.314,5.452,5.204
7783,far word,word,far,"[('further', 'JJ')]","[('discussion', 'NN')]",5.58,5.468,5.632,5.354,4.5,4.354,4.47,4.204,5.436,5.314,5.452,5.204
7784,bang-up give-and-take,give-and-take,bang-up,"[('good', 'JJ')]","[('discussion', 'NN')]",6.608,6.81,6.905,7.272,4.183,3.873,4.058,3.587,6.027,6.07,6.17,6.277
7785,good_enough give-and-take,give-and-take,good_enough,"[('good', 'JJ')]","[('discussion', 'NN')]",6.608,6.81,6.905,7.272,4.183,3.873,4.058,3.587,6.027,6.07,6.17,6.277
7786,goodish give-and-take,give-and-take,goodish,"[('good', 'JJ')]","[('discussion', 'NN')]",6.608,6.81,6.905,7.272,4.183,3.873,4.058,3.587,6.027,6.07,6.17,6.277
7787,hot give-and-take,give-and-take,hot,"[('good', 'JJ')]","[('discussion', 'NN')]",6.608,6.81,6.905,7.272,4.183,3.873,4.058,3.587,6.027,6.07,6.17,6.277
7788,redeeming give-and-take,give-and-take,redeeming,"[('good', 'JJ')]","[('discussion', 'NN')]",6.608,6.81,6.905,7.272,4.183,3.873,4.058,3.587,6.027,6.07,6.17,6.277
7789,satisfactory give-and-take,give-and-take,satisfactory,"[('good', 'JJ')]","[('discussion', 'NN')]",6.608,6.81,6.905,7.272,4.183,3.873,4.058,3.587,6.027,6.07,6.17,6.277
7790,solid give-and-take,give-and-take,solid,"[('good', 'JJ')]","[('discussion', 'NN')]",6.608,6.81,6.905,7.272,4.183,3.873,4.058,3.587,6.027,6.07,6.17,6.277
7791,superb give-and-take,give-and-take,superb,"[('good', 'JJ')]","[('discussion', 'NN')]",6.608,6.81,6.905,7.272,4.183,3.873,4.058,3.587,6.027,6.07,6.17,6.277
7792,well-behaved give-and-take,give-and-take,well-behaved,"[('good', 'JJ')]","[('discussion', 'NN')]",6.608,6.81,6.905,7.272,4.183,3.873,4.058,3.587,6.027,6.07,6.17,6.277
7793,bang-up word,word,bang-up,"[('good', 'JJ')]","[('discussion', 'NN')]",6.608,6.81,6.905,7.272,4.183,3.873,4.058,3.587,6.027,6.07,6.17,6.277
7794,good_enough word,word,good_enough,"[('good', 'JJ')]","[('discussion', 'NN')]",6.608,6.81,6.905,7.272,4.183,3.873,4.058,3.587,6.027,6.07,6.17,6.277
7795,goodish word,word,goodish,"[('good', 'JJ')]","[('discussion', 'NN')]",6.608,6.81,6.905,7.272,4.183,3.873,4.058,3.587,6.027,6.07,6.17,6.277
7796,hot word,word,hot,"[('good', 'JJ')]","[('discussion', 'NN')]",6.608,6.81,6.905,7.272,4.183,3.873,4.058,3.587,6.027,6.07,6.17,6.277
7797,redeeming word,word,redeeming,"[('good', 'JJ')]","[('discussion', 'NN')]",6.608,6.81,6.905,7.272,4.183,3.873,4.058,3.587,6.027,6.07,6.17,6.277
7798,satisfactory word,word,satisfactory,"[('good', 'JJ')]","[('discussion', 'NN')]",6.608,6.81,6.905,7.272,4.183,3.873,4.058,3.587,6.027,6.07,6.17,6.277
7799,solid word,word,solid,"[('good', 'JJ')]","[('discussion', 'NN')]",6.608,6.81,6.905,7.272,4.183,3.873,4.058,3.587,6.027,6.07,6.17,6.277
7800,superb word,word,superb,"[('good', 'JJ')]","[('discussion', 'NN')]",6.608,6.81,6.905,7.272,4.183,3.873,4.058,3.587,6.027,6.07,6.17,6.277
7801,well-behaved word,word,well-behaved,"[('good', 'JJ')]","[('discussion', 'NN')]",6.608,6.81,6.905,7.272,4.183,3.873,4.058,3.587,6.027,6.07,6.17,6.277
7802,bang-up exploit,exploit,bang-up,"[('good', 'JJ')]","[('effort', 'NN')]",6.295,6.293,7.05,7.339,3.938,3.889,3.748,3.559,6.089,5.99,6.596,6.575
7803,good_enough exploit,exploit,good_enough,"[('good', 'JJ')]","[('effort', 'NN')]",6.295,6.293,7.05,7.339,3.938,3.889,3.748,3.559,6.089,5.99,6.596,6.575
