,full_aspect,aspect,opinion,opinion_tags,aspect_tags,valence1,valence2,valence3,valence4,arousal1,arousal2,arousal3,arousal4,dominance1,dominance2,dominance3,dominance4
1060,right time,time,right,"[('right', 'JJ')]","[('time', 'NN')]",5.621,5.644,6.02,6.23,4.299,4.403,4.04,4.356,5.463,5.622,5.713,6.39
1061,same time,time,same,"[('same', 'JJ')]","[('time', 'NN')]",5.433,5.399,5.434,5.351,4.335,4.505,4.021,4.334,5.218,5.366,5.004,5.327
1062,second time,time,second,"[('second', 'JJ')]","[('time', 'NN')]",5.574,5.569,5.763,5.841,4.107,4.194,3.517,3.572,5.371,5.53,5.29,5.767
1063,several time,time,several,"[('several', 'JJ')]","[('time', 'NN')]",5.495,5.473,5.491,5.44,4.156,4.28,3.857,4.078,5.306,5.459,5.155,5.553
1064,startup time,time,startup,"[('startup', 'JJ')]","[('time', 'NN')]",5.449,5.439,5.535,5.506,4.471,4.659,4.151,4.522,5.361,5.527,5.249,5.694
1065,third time,time,third,"[('third', 'JJ')]","[('time', 'NN')]",5.45,5.324,5.546,5.459,3.572,3.454,2.998,2.712,5.195,5.526,5.346,5.966
1066,too much time,time,too much,"[('too', 'RB'), ('much', 'JJ')]","[('time', 'NN')]",5.169,5.119,4.819,4.431,4.556,4.69,4.191,4.576,5.13,5.21,4.697,4.863
1067,very long time,time,very long,"[('very', 'RB'), ('long', 'JJ')]","[('time', 'NN')]",5.244,5.132,5.333,5.177,4.264,4.457,3.942,4.232,5.025,5.129,4.8,5.022
1068,always good time,time,always good,"[('always', 'RB'), ('good', 'JJ')]","[('time', 'NN')]",5.99,6.12,6.32,6.68,3.81,3.95,3.42,3.42,5.49,5.86,5.65,6.29
1069,incorrect time,time,incorrect,"[('incorrect', 'JJ')]","[('time', 'NN')]",5.21,5.19,5.63,5.64,4.33,4.37,3.41,3.41,5.21,5.25,4.09,3.95
1070,snapshot time,time,snapshot,"[('snapshot', 'JJ')]","[('time', 'NN')]",5.54,5.53,6.31,6.67,4.14,4.23,3.64,3.75,5.48,5.62,5.81,6.54
1071,great tool,tool,great,"[('great', 'JJ')]","[('tool', 'NN')]",5.826,6.218,6.346,7.102,4.182,4.238,3.836,3.81,5.826,5.874,6.278,6.458
1072,new tool,tool,new,"[('new', 'JJ')]","[('tool', 'NN')]",6.074,6.259,6.68,7.486,4.253,4.311,4.094,4.184,5.711,5.676,5.836,5.76
1073,nice tool,tool,nice,"[('nice', 'JJ')]","[('tool', 'NN')]",5.854,6.22,5.92,6.35,3.684,3.558,3.63,3.486,5.744,5.624,5.818,5.736
1074,other tool,tool,other,"[('other', 'JJ')]","[('tool', 'NN')]",5.761,5.873,5.916,6.342,3.919,3.92,3.543,3.361,5.906,5.892,6.2,6.304
1075,personal toolbar,toolbar,personal,"[('personal', 'JJ')]","[('toolbar', 'NN')]",5.59,5.674,5.849,6.268,4.426,4.356,4.004,3.504,5.365,5.41,5.444,5.668
1076,nice touch,touch,nice,"[('nice', 'JJ')]","[('touch', 'NN')]",6.319,6.286,6.714,6.782,4.245,3.88,4.14,3.634,5.969,5.934,6.242,6.261
1077,right track,track,right,"[('right', 'JJ')]","[('track', 'NN')]",6.164,6.307,6.479,6.829,4.316,4.48,4.223,4.453,5.784,6.13,6.018,6.691
1078,good tradeoff,tradeoff,good,"[('good', 'JJ')]","[('tradeoff', 'NN')]",5.935,6.2,6.302,6.948,4.355,4.182,4.298,3.947,5.373,5.453,5.417,5.628
1079,special treatment,treatment,special,"[('special', 'JJ')]","[('treatment', 'NN')]",5.592,5.725,6.101,6.652,4.288,4.245,4.063,3.858,5.39,5.569,5.421,5.865
1080,closed tree,tree,closed,"[('closed', 'JJ')]","[('tree', 'NN')]",5.686,5.295,6.06,5.294,4.037,4.327,3.686,4.197,5.301,5.234,5.424,5.326
1081,whole tree,tree,whole,"[('whole', 'JJ')]","[('tree', 'NN')]",5.668,5.382,6.558,6.044,4.244,4.476,3.344,3.684,5.442,5.412,5.614,5.606
1082,more trouble,trouble,more,"[('more', 'JJ')]","[('trouble', 'NN')]",4.542,5.086,4.326,5.052,4.794,4.55,4.762,4.346,4.942,5.15,4.886,5.154
1083,current trunk,trunk,current,"[('current', 'JJ')]","[('trunk', 'NN')]",5.349,5.453,5.216,5.314,4.133,4.223,3.43,3.39,5.483,5.523,5.503,5.524
1084,late trunk,trunk,late,"[('late', 'JJ')]","[('trunk', 'NN')]",5.024,4.982,4.81,4.704,4.345,4.564,4.287,4.678,5.236,5.163,5.243,5.135
1085,first try,try,first,"[('first', 'JJ')]","[('try', 'NN')]",5.496,5.464,6.197,6.477,4.446,4.526,4.36,4.54,5.589,5.527,6.111,6.197
1086,quick turnaround,turnaround,quick,"[('quick', 'JJ')]","[('turnaround', 'NN')]",5.934,6.175,6.001,6.298,4.21,4.801,4.176,4.784,5.883,6.165,5.915,6.239
1087,few tweak,tweak,few,"[('few', 'JJ')]","[('tweak', 'NN')]",5.626,5.7,5.76,6.04,4.238,4.152,4.362,4.19,5.67,5.534,5.946,5.774
1088,different type,type,different,"[('different', 'JJ')]","[('type', 'NN')]",5.603,5.555,5.978,5.937,4.16,4.298,3.537,3.878,5.473,5.537,5.762,6.198
1089,logical type,type,logical,"[('logical', 'JJ')]","[('type', 'NN')]",6.04,6.03,6.65,6.94,3.83,4,3.31,3.54,5.74,5.89,6.3,7
1090,new type,type,new,"[('new', 'JJ')]","[('type', 'NN')]",6.228,6.254,6.816,7.196,4.072,4.332,3.726,4.158,5.466,5.572,5.36,5.594
1091,other type,type,other,"[('other', 'JJ')]","[('type', 'NN')]",5.588,5.502,5.906,5.817,3.885,4.062,3.215,3.407,5.539,5.69,5.594,5.973
1092,special type,type,special,"[('special', 'JJ')]","[('type', 'NN')]",5.778,5.744,6.186,6.244,4,4.25,3.182,3.346,5.574,5.79,5.728,6.142
1093,persistent type,type,persistent,"[('persistent', 'JJ')]","[('type', 'NN')]",6.03,6.03,6.22,6.3,3.77,3.99,3.83,4.31,5.96,6.23,5.83,6.29
1094,current ui,ui,current,"[('current', 'JJ')]","[('ui', 'NN')]",5.479,5.57,5.456,5.684,4.171,4.02,4.122,3.685,5.461,5.545,5.518,5.775
1095,good understanding,understanding,good,"[('good', 'JJ')]","[('understanding', 'NN')]",6.397,6.253,7.205,7.239,3.77,3.919,3.381,3.53,6.015,5.741,6.564,6.192
1096,very good understanding,understanding,very good,"[('very', 'RB'), ('good', 'JJ')]","[('understanding', 'NN')]",5.81,5.65,7.13,7.12,4.04,4.16,3.26,3.34,5.71,5.51,6.78,6.52
1097,automatic update,update,automatic,"[('automatic', 'JJ')]","[('update', 'NN')]",5.592,5.522,5.828,5.82,4.094,4.15,3.7,3.612,5.348,5.248,5.438,5.298
1098,last update,update,last,"[('last', 'JJ')]","[('update', 'NN')]",5.362,5.272,5.62,5.507,4.602,4.742,4.447,4.722,5.303,5.225,5.503,5.398
1099,late update,update,late,"[('late', 'JJ')]","[('update', 'NN')]",5.012,4.854,4.536,3.882,4.508,4.62,4.492,4.788,5.206,5.116,5.238,5.002
1100,most update,update,most,"[('most', 'JJ')]","[('update', 'NN')]",6.09,6.14,6.12,6.25,4.15,4.2,4,4.05,6.13,6.22,5.79,5.83
1101,quick update,update,quick,"[('quick', 'JJ')]","[('update', 'NN')]",5.878,5.973,5.998,6.127,4.54,5.077,4.637,5.267,5.875,6.063,5.973,6.197
1102,concurrent update,update,concurrent,"[('concurrent', 'JJ')]","[('update', 'NN')]",5.32,5.15,5.43,5.22,4.39,4.56,4.19,4.33,5.19,5.02,5.26,5.03
1103,conditional update,update,conditional,"[('conditional', 'JJ')]","[('update', 'NN')]",5.398,5.312,5.652,5.548,4.34,4.412,4.148,4.27,5.392,5.334,5.732,5.736
1104,rolling upgrade,upgrade,rolling,"[('rolling', 'JJ')]","[('upgrade', 'NN')]",5.782,5.458,6.172,5.708,4.325,4.386,4.187,4.212,5.669,5.411,6.023,5.677
1105,total uptime,uptime,total,"[('total', 'JJ')]","[('uptime', 'NN')]",5,5,5,5,5,5,5,5,5,5,5,5
1106,different url,url,different,"[('different', 'JJ')]","[('url', 'NN')]",5.772,5.95,5.896,6.348,4.386,4.248,4.108,3.664,5.682,5.84,5.906,6.358
1107,new url,url,new,"[('new', 'JJ')]","[('url', 'NN')]",5.949,6.214,6.301,6.949,4.601,4.54,4.783,4.673,5.511,5.64,5.566,5.847
1108,original url,url,original,"[('original', 'JJ')]","[('url', 'NN')]",5.719,5.87,6.227,6.841,4.383,4.256,4.266,3.9,5.763,5.933,6.029,6.543
1109,relative url,url,relative,"[('relative', 'JJ')]","[('url', 'NN')]",5.58,5.694,5.702,6.056,4.2,4.056,4.124,3.682,5.318,5.338,5.334,5.498
1110,right url,url,right,"[('right', 'JJ')]","[('url', 'NN')]",5.376,5.424,5.514,5.776,4.54,4.486,4.596,4.394,5.438,5.498,5.918,6.378
1111,same url,url,same,"[('same', 'JJ')]","[('url', 'NN')]",5.401,5.457,5.524,5.787,4.526,4.47,4.496,4.246,5.351,5.393,5.437,5.654
1112,first use,use,first,"[('first', 'JJ')]","[('use', 'NN')]",5.716,5.797,6.479,7.126,4.307,4.343,4.296,4.348,5.723,5.817,6.019,6.524
1113,good use,use,good,"[('good', 'JJ')]","[('use', 'NN')]",5.905,6.088,6.491,7.145,4.05,4.011,3.752,3.532,5.648,5.794,5.89,6.334
1114,common use case,use case,common,"[('common', 'JJ')]","[('use', 'NN'), ('case', 'NN')]",5.548,5.622,6.078,6.528,4.1,4.075,3.182,2.702,5.497,5.468,5.968,5.9
1115,good use case,use case,good,"[('good', 'JJ')]","[('use', 'NN'), ('case', 'NN')]",5.839,6.183,6.469,7.112,4.026,3.941,3.688,3.461,5.733,5.829,6.271,6.352
1116,malicious user,user,malicious,"[('malicious', 'JJ')]","[('user', 'NN')]",4.353,4.477,3.716,3.739,4.173,4.393,3.92,4.28,5.331,5.286,5.395,5.313
1117,many user,user,many,"[('many', 'JJ')]","[('user', 'NN')]",5.305,5.692,5.145,5.884,4.19,4.405,3.937,4.302,5.604,5.632,5.688,5.748
1118,most user,user,most,"[('most', 'JJ')]","[('user', 'NN')]",5.135,5.41,4.874,5.477,4.373,4.607,4.065,4.489,5.395,5.364,5.473,5.427
1119,new user,user,new,"[('new', 'JJ')]","[('user', 'NN')]",5.393,5.658,5.553,6.493,4.349,4.522,3.956,4.327,5.379,5.354,5.394,5.308
1120,other user,user,other,"[('other', 'JJ')]","[('user', 'NN')]",5.419,5.753,5.267,6.064,3.961,4.093,3.369,3.447,5.796,5.847,6.053,6.299
1121,advanced user,user,advanced,"[('advanced', 'JJ')]","[('user', 'NN')]",5.79,6.15,5.85,6.94,4.37,4.57,3.52,3.67,5.6,5.61,6.3,6.67
1122,absolute value,value,absolute,"[('absolute', 'JJ')]","[('value', 'NN')]",5.622,5.258,5.96,5.348,4.395,4.068,4.287,3.536,5.565,5.4,5.96,5.821
1123,boolean value,value,boolean,"[('boolean', 'JJ')]","[('value', 'NN')]",5.612,5.254,5.953,5.337,4.766,4.55,4.818,4.334,5.393,5.192,5.58,5.252
1124,cached value,value,cached,"[('cached', 'JJ')]","[('value', 'NN')]",5.713,5.443,6.135,5.613,4.707,4.507,4.76,4.244,5.471,5.319,5.826,5.62
1125,correct value,value,correct,"[('correct', 'JJ')]","[('value', 'NN')]",6.318,6.155,7.115,7.08,4.488,4.19,4.28,3.523,5.995,5.958,6.558,6.717
1126,current value,value,current,"[('current', 'JJ')]","[('value', 'NN')]",5.881,5.569,6.232,5.756,4.246,3.837,4.172,3.362,5.754,5.643,6.022,5.912
1127,different value,value,different,"[('different', 'JJ')]","[('value', 'NN')]",5.928,5.619,6.189,5.693,4.499,4.151,4.478,3.823,5.814,5.728,6.092,6.019
1128,double value,value,double,"[('double', 'JJ')]","[('value', 'NN')]",5.751,5.539,6.613,6.329,4.379,4.169,4.144,3.323,5.579,5.474,5.919,5.761
1129,enum value,value,enum,"[('enum', 'JJ')]","[('value', 'NN')]",5.684,5.372,6.102,5.564,4.764,4.548,4.786,4.286,5.466,5.308,5.701,5.429
1130,high value,value,high,"[('high', 'JJ')]","[('value', 'NN')]",5.787,5.455,6.27,5.813,4.654,4.377,4.521,3.885,5.558,5.402,5.809,5.593
1131,initial value,value,initial,"[('initial', 'JJ')]","[('value', 'NN')]",5.644,5.23,5.959,5.345,4.725,4.461,4.73,4.202,5.464,5.25,5.653,5.358
1132,integer value,value,integer,"[('integer', 'JJ')]","[('value', 'NN')]",5.599,5.342,6.232,5.758,4.671,4.475,4.807,4.316,5.484,5.347,5.814,5.601
1133,large value,value,large,"[('large', 'JJ')]","[('value', 'NN')]",5.634,5.271,6.134,5.613,4.801,4.587,4.886,4.429,5.496,5.329,5.627,5.32
1134,long value,value,long,"[('long', 'JJ')]","[('value', 'NN')]",5.59,5.33,6.257,5.793,4.723,4.51,4.727,4.19,5.603,5.483,5.863,5.673
1135,much value,value,much,"[('much', 'JJ')]","[('value', 'NN')]",5.402,5.081,5.562,4.751,4.876,4.734,5.085,4.73,5.348,5.179,5.382,4.952
1136,multiple value,value,multiple,"[('multiple', 'JJ')]","[('value', 'NN')]",5.707,5.436,6.191,5.701,4.413,4.151,4.293,3.544,5.506,5.376,5.993,5.869
1137,new value,value,new,"[('new', 'JJ')]","[('value', 'NN')]",6.362,6.177,6.939,6.82,4.65,4.34,4.884,4.428,5.652,5.498,5.929,5.77
1138,numeric value,value,numeric,"[('numeric', 'JJ')]","[('value', 'NN')]",5.751,5.396,6.118,5.545,4.783,4.562,4.811,4.306,5.574,5.405,5.773,5.516
1139,other value,value,other,"[('other', 'JJ')]","[('value', 'NN')]",5.817,5.546,6.358,5.945,4.356,4.069,4.243,3.471,5.751,5.655,6.137,6.084
1140,own value,value,own,"[('own', 'JJ')]","[('value', 'NN')]",5.903,5.592,6.287,5.838,4.827,4.585,4.838,4.363,5.765,5.652,5.957,5.818
1141,possible value,value,possible,"[('possible', 'JJ')]","[('value', 'NN')]",6.278,6.078,6.831,6.657,4.388,3.996,4.307,3.531,5.861,5.774,6.139,6.084
1142,proper value,value,proper,"[('proper', 'JJ')]","[('value', 'NN')]",5.99,5.6,6.338,5.872,4.168,3.56,4.147,3.246,6.201,6.256,6.557,6.742
1143,random value,value,random,"[('random', 'JJ')]","[('value', 'NN')]",5.732,5.295,6.019,5.442,4.644,4.265,4.695,4.147,5.356,5.084,5.405,4.985
1144,same value,value,same,"[('same', 'JJ')]","[('value', 'NN')]",5.787,5.396,6.121,5.551,4.672,4.396,4.824,4.328,5.583,5.394,5.755,5.489
1145,second value,value,second,"[('second', 'JJ')]","[('value', 'NN')]",5.771,5.429,6.301,5.796,4.301,3.92,4.311,3.494,5.771,5.637,6.059,5.93
1146,single value,value,single,"[('single', 'JJ')]","[('value', 'NN')]",5.741,5.436,6.168,5.664,4.33,4.022,4.319,3.583,5.491,5.327,5.73,5.475
1147,small value,value,small,"[('small', 'JJ')]","[('value', 'NN')]",5.964,5.657,6.356,5.944,4.48,4.125,4.341,3.616,5.485,5.296,5.649,5.353
1148,specific value,value,specific,"[('specific', 'JJ')]","[('value', 'NN')]",5.911,5.625,6.342,5.925,4.15,3.78,3.971,3.06,5.709,5.588,6.057,5.965
1149,undefined value,value,undefined,"[('undefined', 'JJ')]","[('value', 'NN')]",5.674,5.377,6.046,5.48,4.829,4.667,4.941,4.519,5.403,5.236,5.689,5.413
1150,uninitialized value,value,uninitialized,"[('uninitialized', 'JJ')]","[('value', 'NN')]",5.873,5.278,6.045,5.385,4.913,4.567,4.992,4.563,5.548,5.225,5.588,5.21
1151,unique value,value,unique,"[('unique', 'JJ')]","[('value', 'NN')]",6.35,6.2,7.002,6.924,4.428,4.018,4.442,3.678,5.92,5.868,6.292,6.326
1152,distinct value,value,distinct,"[('distinct', 'JJ')]","[('value', 'NN')]",5.672,5.448,6.477,6.128,4.3,4.083,4.158,3.34,5.53,5.422,6.167,6.132
1153,last_seq value,value,last_seq,"[('last_seq', 'JJ')]","[('value', 'NN')]",5.6,5.4,6.38,5.97,4.47,4.31,4.36,3.65,5.65,5.57,6.01,5.89
1154,much low value,value,much low,"[('much', 'RB'), ('low', 'JJ')]","[('value', 'NN')]",5.7,5.46,6.36,5.95,4.36,4.13,4.02,3.13,5.44,5.31,5.5,5.13
1155,not expect value,value,not expect,"[('not', 'RB'), ('expect', 'JJ')]","[('value', 'NN')]",5.69,5.32,5.97,5.37,4.59,4.29,4.73,4.2,5.75,5.63,5.95,5.8
1156,global variable,variable,global,"[('global', 'JJ')]","[('variable', 'NN')]",5.487,5.518,5.788,6.038,4.03,4.093,3.547,3.502,5.24,5.243,5.285,5.323
1157,local variable,variable,local,"[('local', 'JJ')]","[('variable', 'NN')]",5.446,5.473,5.706,5.911,4.103,4.169,3.572,3.529,5.47,5.51,5.633,5.841
1158,new variable,variable,new,"[('new', 'JJ')]","[('variable', 'NN')]",6.116,6.42,6.648,7.334,4.232,4.414,4.152,4.402,5.53,5.614,5.574,5.756
1159,current version,version,current,"[('current', 'JJ')]","[('version', 'NN')]",5.621,5.684,5.864,6.147,3.888,3.973,3.385,3.359,5.596,5.622,5.843,6.029
1160,different version,version,different,"[('different', 'JJ')]","[('version', 'NN')]",5.477,5.519,5.664,5.845,4.12,4.242,3.601,3.69,5.591,5.618,6.067,6.359
1161,early version,version,early,"[('early', 'JJ')]","[('version', 'NN')]",5.388,5.391,5.509,5.607,4.261,4.497,3.984,4.304,5.47,5.457,5.627,5.686
1162,first version,version,first,"[('first', 'JJ')]","[('version', 'NN')]",6.014,6.284,6.291,6.808,4.212,4.465,4.003,4.307,5.805,5.935,6.022,6.302
1163,friendly version,version,friendly,"[('friendly', 'JJ')]","[('version', 'NN')]",6.125,6.315,6.648,7.323,3.927,4.033,3.66,3.775,6.083,6.225,6.488,6.993
1164,future version,version,future,"[('future', 'JJ')]","[('version', 'NN')]",5.889,5.978,6.407,6.965,4.319,4.445,4.131,4.483,5.692,5.725,5.898,6.107
1165,good version,version,good,"[('good', 'JJ')]","[('version', 'NN')]",6.082,6.268,6.518,7.126,4.016,4.156,3.678,3.802,5.76,5.816,6.042,6.324
1166,last version,version,last,"[('last', 'JJ')]","[('version', 'NN')]",5.634,5.743,5.814,6.076,4.303,4.507,4.011,4.303,5.373,5.346,5.52,5.541
1167,late version,version,late,"[('late', 'JJ')]","[('version', 'NN')]",5.279,5.261,5.037,4.905,4.333,4.541,4.232,4.636,5.423,5.405,5.354,5.289
1168,more recent version,version,more recent,"[('more', 'JJ'), ('recent', 'JJ')]","[('version', 'NN')]",5.35,5.35,5.8,6.04,4.33,4.4,3.45,3.46,5.26,5.24,5.43,5.41
1169,new version,version,new,"[('new', 'JJ')]","[('version', 'NN')]",5.854,5.977,6.386,6.929,4.38,4.556,4.099,4.435,5.418,5.406,5.61,5.673
1170,next version,version,next,"[('next', 'JJ')]","[('version', 'NN')]",5.463,5.482,5.452,5.517,4.205,4.458,3.99,4.338,5.467,5.433,5.627,5.683
1171,old version,version,old,"[('old', 'JJ')]","[('version', 'NN')]",5.088,4.979,4.796,4.518,4.21,4.379,3.9,4.15,5.293,5.217,5.229,5.087
1172,other version,version,other,"[('other', 'JJ')]","[('version', 'NN')]",5.511,5.545,5.697,5.894,4.059,4.189,3.525,3.57,5.643,5.671,5.933,6.161
1173,previous version,version,previous,"[('previous', 'JJ')]","[('version', 'NN')]",5.212,5.171,4.976,4.812,4.146,4.279,3.613,3.706,5.333,5.288,5.211,5.077
1174,same version,version,same,"[('same', 'JJ')]","[('version', 'NN')]",5.453,5.457,5.71,5.903,4.243,4.443,3.954,4.274,5.543,5.524,5.671,5.75
1175,new vm,vm,new,"[('new', 'JJ')]","[('vm', 'NN')]",5.804,5.954,5.966,6.448,4.664,4.608,4.778,4.666,5.334,5.398,5.362,5.546
1176,clean way,way,clean,"[('clean', 'JJ')]","[('way', 'NN')]",5.896,5.908,6.396,6.641,3.781,3.931,3.222,3.384,5.558,5.696,5.706,6.145
1177,correct way,way,correct,"[('correct', 'JJ')]","[('way', 'NN')]",5.967,5.986,6.474,6.76,3.76,3.927,3.27,3.453,5.777,5.958,6.036,6.637
1178,different way,way,different,"[('different', 'JJ')]","[('way', 'NN')]",5.773,5.764,6.142,6.257,3.988,4.164,3.479,3.768,5.629,5.773,5.796,6.278
1179,easy way,way,easy,"[('easy', 'JJ')]","[('way', 'NN')]",5.926,5.945,6.557,6.878,4.055,4.254,3.485,3.778,5.638,5.791,5.927,6.475
1180,good way,way,good,"[('good', 'JJ')]","[('way', 'NN')]",6.109,6.181,6.725,7.138,3.92,4.123,3.45,3.726,5.617,5.79,5.802,6.293
1181,great way,way,great,"[('great', 'JJ')]","[('way', 'NN')]",6.038,6.067,6.757,7.179,4.121,4.343,3.667,4.052,5.719,5.877,6.001,6.589
1182,long way,way,long,"[('long', 'JJ')]","[('way', 'NN')]",5.549,5.483,5.737,5.651,4.323,4.57,3.924,4.436,5.326,5.409,5.293,5.524
1183,many way,way,many,"[('many', 'JJ')]","[('way', 'NN')]",5.59,5.54,5.512,5.313,4.25,4.453,3.763,4.19,5.593,5.722,5.408,5.7
1184,new way,way,new,"[('new', 'JJ')]","[('way', 'NN')]",5.741,5.728,6.501,6.795,4.254,4.444,3.786,4.229,5.372,5.447,5.395,5.678
1185,nice way,way,nice,"[('nice', 'JJ')]","[('way', 'NN')]",5.693,5.658,6.242,6.407,3.962,4.127,3.373,3.608,5.547,5.672,5.6,5.985
1186,normal way,way,normal,"[('normal', 'JJ')]","[('way', 'NN')]",5.688,5.685,5.997,6.038,3.83,4.005,3.078,3.167,5.61,5.785,5.708,6.15
1187,not good way,way,not good,"[('not', 'RB'), ('good', 'JJ')]","[('way', 'NN')]",4.975,4.7,4.835,4.297,4.418,4.828,4.284,4.975,5.143,5.211,4.944,5.002
1188,only way,way,only,"[('only', 'JJ')]","[('way', 'NN')]",5.68,5.647,5.86,5.833,4.155,4.357,3.745,4.166,5.49,5.6,5.409,5.699
1189,other way,way,other,"[('other', 'JJ')]","[('way', 'NN')]",5.759,5.743,6.053,6.125,3.992,4.163,3.342,3.562,5.615,5.755,5.712,6.152
1190,probably good way,way,probably good,"[('probably', 'RB'), ('good', 'JJ')]","[('way', 'NN')]",6.068,6.115,6.894,7.388,4.118,4.344,3.554,3.882,5.596,5.742,5.91,6.455
1191,quick way,way,quick,"[('quick', 'JJ')]","[('way', 'NN')]",6.096,6.156,6.468,6.746,4.068,4.308,3.786,4.232,5.716,5.916,5.79,6.266
1192,reliable way,way,reliable,"[('reliable', 'JJ')]","[('way', 'NN')]",5.839,5.839,6.526,6.835,4.052,4.246,3.415,3.672,5.535,5.664,5.819,6.312
1193,right way,way,right,"[('right', 'JJ')]","[('way', 'NN')]",5.888,5.906,6.342,6.557,4.15,4.398,3.878,4.365,5.718,5.909,5.953,6.515
1194,safe way,way,safe,"[('safe', 'JJ')]","[('way', 'NN')]",6.126,6.25,6.756,7.224,3.855,4.043,3.267,3.457,5.753,6.026,6.084,6.77
1195,same way,way,same,"[('same', 'JJ')]","[('way', 'NN')]",5.454,5.385,5.652,5.523,4.196,4.403,3.792,4.238,5.4,5.489,5.36,5.626
1196,several way,way,several,"[('several', 'JJ')]","[('way', 'NN')]",5.642,5.512,5.77,5.7,4.065,4.353,3.885,4.38,5.558,5.667,5.36,5.62
1197,simple way,way,simple,"[('simple', 'JJ')]","[('way', 'NN')]",5.925,5.932,6.447,6.714,3.813,3.953,3.048,3.122,5.726,5.867,5.983,6.56
1198,special way,way,special,"[('special', 'JJ')]","[('way', 'NN')]",5.88,5.886,6.61,6.963,3.91,4.067,3.189,3.333,5.667,5.811,6.03,6.63
1199,useful way,way,useful,"[('useful', 'JJ')]","[('way', 'NN')]",6.164,6.3,6.696,7.148,3.83,4.024,3.302,3.546,5.802,6.088,6.018,6.708
1200,fairly maven friendly way,way,fairly maven friendly,"[('fairly', 'RB'), ('maven', 'JJ'), ('friendly', 'JJ')]","[('way', 'NN')]",5.88,5.88,6.97,7.5,4,4.14,3.29,3.49,5.58,5.67,6.31,7.05
1201,good possible way,way,good possible,"[('good', 'JJ'), ('possible', 'JJ')]","[('way', 'NN')]",6.181,6.234,6.907,7.401,4.066,4.218,3.406,3.664,5.686,5.806,6.024,6.626
1202,maven friendly way,way,maven friendly,"[('maven', 'JJ'), ('friendly', 'JJ')]","[('way', 'NN')]",5.88,5.88,6.97,7.5,4,4.14,3.29,3.49,5.58,5.67,6.31,7.05
1203,more reliable way,way,more reliable,"[('more', 'RB'), ('reliable', 'JJ')]","[('way', 'NN')]",5.702,5.668,6.442,6.714,4.204,4.432,3.428,3.692,5.47,5.574,5.892,6.42
1204,much good way,way,much good,"[('much', 'JJ'), ('good', 'JJ')]","[('way', 'NN')]",5.73,5.7,6.7,7.09,4.08,4.25,3.36,3.59,5.67,5.79,5.97,6.54
1205,not easy way,way,not easy,"[('not', 'RB'), ('easy', 'JJ')]","[('way', 'NN')]",4.99,4.838,3.5,2.292,4.793,5.105,5.068,6.145,5.065,5.103,5.048,5.157
1206,sure good way,way,sure good,"[('sure', 'RB'), ('good', 'JJ')]","[('way', 'NN')]",6.03,6.04,7.22,7.88,4.21,4.33,3.18,3.31,5.73,5.81,6.25,6.96
1207,malicious website,website,malicious,"[('malicious', 'JJ')]","[('website', 'NN')]",5.049,4.724,4.443,3.284,4.359,4.483,3.963,4.156,5.233,5.157,5.276,5.073
1208,other website,website,other,"[('other', 'JJ')]","[('website', 'NN')]",5.527,5.303,5.898,5.468,4.262,4.383,3.745,3.827,5.488,5.457,5.845,5.927
1209,early next week,week,early next,"[('early', 'JJ'), ('next', 'JJ')]","[('week', 'NN')]",5.717,5.783,5.847,6.14,4.237,4.38,3.807,4.04,5.477,5.497,5.587,5.747
1210,few week,week,few,"[('few', 'JJ')]","[('week', 'NN')]",5.483,5.53,5.304,5.321,4.314,4.514,4.037,4.391,5.426,5.461,5.426,5.496
1211,last week,week,last,"[('last', 'JJ')]","[('week', 'NN')]",5.498,5.533,5.517,5.642,4.231,4.387,3.958,4.271,5.466,5.494,5.547,5.681
1212,next week,week,next,"[('next', 'JJ')]","[('week', 'NN')]",5.677,5.745,5.67,5.871,4.163,4.328,3.942,4.248,5.526,5.561,5.569,5.713
1213,next few week,week,next few,"[('next', 'JJ'), ('few', 'JJ')]","[('week', 'NN')]",5.53,5.565,5.686,5.893,4.331,4.48,3.931,4.23,5.511,5.54,5.669,5.861
1214,little while,while,little,"[('little', 'JJ')]","[('while', 'NN')]",5.723,5.822,5.848,6.27,4.399,4.306,4.216,3.826,5.439,5.503,5.291,5.433
1215,full width,width,full,"[('full', 'JJ')]","[('width', 'NN')]",5.59,5.62,6.03,6.33,4.002,4.06,3.498,3.382,5.746,5.83,6.108,6.486
1216,chrome window,window,chrome,"[('chrome', 'JJ')]","[('window', 'NN')]",5.856,5.73,6.17,6.02,4.092,4.262,3.908,4.224,5.518,5.53,5.458,5.492
1217,close window,window,close,"[('close', 'JJ')]","[('window', 'NN')]",5.838,5.756,6.324,6.254,3.76,3.824,3.394,3.454,5.782,5.86,5.55,5.628
1218,compose window,window,compose,"[('compose', 'JJ')]","[('window', 'NN')]",5.79,5.664,6.239,6.12,4.036,4.169,3.466,3.563,5.609,5.634,5.827,6.045
1219,current window,window,current,"[('current', 'JJ')]","[('window', 'NN')]",5.796,5.706,6.373,6.324,4.033,4.136,3.26,3.257,5.577,5.617,5.931,6.203
1220,current inner window,window,current inner,"[('current', 'JJ'), ('inner', 'JJ')]","[('window', 'NN')]",5.203,5,5.44,4.93,4.395,4.577,4.19,4.65,5.28,5.26,5.52,5.585
